# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "5" "--primary" "-s" "0" "-t" "gene" "-g" "gene_id" "-a" "/scratch/avannan/refs/rat/mRatBN7.2/Rattus_norvegicus.mRatBN7.2.105.gtf" "-o" "/data/CEM/wilsonlab/projects/rodent_addiction/powell/05_counts/HISAT2_featureCounts/genes/powell_SRS6085261_CI1cue_hisat2_featurecounts_genes.txt" "/data/CEM/wilsonlab/projects/rodent_addiction/powell/04_processing/HISAT2/sorted_bams/powell_SRS6085261_CI1cue_hisat2_trim_sort.bam" 
Geneid	Chr	Start	End	Strand	Length	/data/CEM/wilsonlab/projects/rodent_addiction/powell/04_processing/HISAT2/sorted_bams/powell_SRS6085261_CI1cue_hisat2_trim_sort.bam
ENSRNOG00000013949	1	134029772	134058025	-	28254	295
ENSRNOG00000064463	1	181409122	181409228	+	107	0
ENSRNOG00000067383	1	163428009	163428118	-	110	0
ENSRNOG00000052712	1	25264927	25265029	-	103	0
ENSRNOG00000065858	1	46810898	46813161	-	2264	435
ENSRNOG00000016103	1	29441328	29470821	+	29494	35
ENSRNOG00000034012	1	94223045	94227637	+	4593	0
ENSRNOG00000070335	1	46811220	46813161	+	1942	0
ENSRNOG00000065589	1	181189588	181189777	-	190	0
ENSRNOG00000068668	1	7347075	7347218	+	144	0
ENSRNOG00000033164	1	81652787	81732143	+	79357	5
ENSRNOG00000036811	1	157748451	157749422	-	972	0
ENSRNOG00000055001	1	163540664	163540793	+	130	2
ENSRNOG00000067782	1	238948757	238948966	-	210	0
ENSRNOG00000020643	1	186327931	186395036	+	67106	279
ENSRNOG00000018217	1	69277351	69285067	+	7717	0
ENSRNOG00000064778	1	53208056	53210127	+	2072	0
ENSRNOG00000058615	1	181153246	181153352	-	107	14
ENSRNOG00000065642	1	137792043	137853561	+	61519	95
ENSRNOG00000070200	1	1401588	1401709	+	122	0
ENSRNOG00000057923	1	164091024	164091206	+	183	0
ENSRNOG00000058790	1	56339129	56385061	+	45933	2146
ENSRNOG00000069125	1	53270116	53271827	+	1712	0
ENSRNOG00000063149	1	182252145	182252263	+	119	0
ENSRNOG00000064646	1	157756757	157757701	-	945	0
ENSRNOG00000020371	1	156591615	156618114	+	26500	186
ENSRNOG00000064021	1	164044012	164044154	+	143	0
ENSRNOG00000061803	1	195315038	195315949	-	912	0
ENSRNOG00000064115	1	1811689	1811810	+	122	0
ENSRNOG00000014996	1	2202490	2244131	+	41642	451
ENSRNOG00000067296	1	91087361	91112065	+	24705	462
ENSRNOG00000064765	1	182139388	182139521	+	134	0
ENSRNOG00000018742	1	94228741	94233281	+	4541	0
ENSRNOG00000067148	1	53273179	53282713	+	9535	0
ENSRNOG00000058967	1	164181113	164181219	+	107	0
ENSRNOG00000017914	1	159826549	159828161	-	1613	17
ENSRNOG00000071136	1	140662130	140688294	+	26165	0
ENSRNOG00000061806	1	1316463	1316584	-	122	0
ENSRNOG00000014705	1	252683771	252886060	+	202290	31
ENSRNOG00000016993	1	158578401	158579372	+	972	0
ENSRNOG00000055479	1	182658147	182658307	-	161	0
ENSRNOG00000029732	1	216612120	216613127	-	1008	0
ENSRNOG00000063130	1	53370718	53374318	+	3601	0
ENSRNOG00000057436	1	131845667	131845829	-	163	0
ENSRNOG00000070027	1	143287106	143288805	+	1700	94
ENSRNOG00000016812	1	32430436	32560494	+	130059	80
ENSRNOG00000009932	1	125771233	126002928	-	231696	370
ENSRNOG00000035046	1	207205662	207205779	-	118	0
ENSRNOG00000071197	1	141120935	141120995	-	61	0
ENSRNOG00000022353	1	94165381	94177002	+	11622	0
ENSRNOG00000026440	1	186108920	186109630	+	711	1
ENSRNOG00000067997	1	143948819	143953491	-	4673	0
ENSRNOG00000067291	1	53423619	53549480	-	125862	0
ENSRNOG00000036807	1	158592367	158594481	-	2115	0
ENSRNOG00000020865	1	199751439	199900069	-	148631	46
ENSRNOG00000065706	1	165944	184236	-	18293	0
ENSRNOG00000058965	1	208417326	208417423	-	98	0
ENSRNOG00000069287	1	141121136	141121197	-	62	0
ENSRNOG00000020714	1	95782000	95812532	-	30533	17
ENSRNOG00000015825	1	66843653	66864386	-	20734	583
ENSRNOG00000062901	1	147176315	147180406	+	4092	0
ENSRNOG00000070787	1	53620899	53623539	-	2641	0
ENSRNOG00000058927	1	234959802	234959900	-	99	0
ENSRNOG00000031086	1	217557253	217557717	+	465	0
ENSRNOG00000057950	1	142114137	142114268	+	132	0
ENSRNOG00000067561	1	53745778	53749590	-	3813	0
ENSRNOG00000017016	1	158615056	158617512	-	2457	0
ENSRNOG00000070889	1	54540995	54547858	-	6864	0
ENSRNOG00000064500	1	2238538	2239174	-	637	0
ENSRNOG00000070820	1	258235453	258235594	+	142	0
ENSRNOG00000014840	1	213716020	213897423	+	181404	105
ENSRNOG00000064970	1	91128294	91140943	+	12650	228
ENSRNOG00000058110	1	150257195	150276211	-	19017	151
ENSRNOG00000057480	1	104816658	104816811	-	154	0
ENSRNOG00000059637	1	246597266	246597365	+	100	0
ENSRNOG00000025060	1	259897939	259898730	+	792	5
ENSRNOG00000063721	1	150686433	150688341	-	1909	0
ENSRNOG00000030127	1	78828080	78859341	+	31262	833
ENSRNOG00000069682	1	106391996	106392102	+	107	0
ENSRNOG00000066099	1	53816738	53818753	-	2016	0
ENSRNOG00000027098	1	181557109	181577456	+	20348	1297
ENSRNOG00000017138	1	158644763	158645713	-	951	0
ENSRNOG00000058367	1	247357347	247357477	-	131	0
ENSRNOG00000067414	1	150714271	150717855	-	3585	0
ENSRNOG00000017311	1	143534139	143733132	+	198994	5861
ENSRNOG00000020131	1	197446125	197446817	+	693	0
ENSRNOG00000066800	1	106488765	106488826	+	62	0
ENSRNOG00000019270	1	155295111	155330808	-	35698	98
ENSRNOG00000066986	1	91148121	91166403	+	18283	182
ENSRNOG00000018762	1	47101961	47154232	-	52272	417
ENSRNOG00000057414	1	246601434	246601537	-	104	0
ENSRNOG00000069528	1	152953799	152958831	+	5033	235
ENSRNOG00000067989	1	55052378	55062037	+	9660	0
ENSRNOG00000015956	1	66874017	67097686	-	223670	6491
ENSRNOG00000018019	1	257935644	258096846	-	161203	3931
ENSRNOG00000046036	1	246762472	246786408	-	23937	10
ENSRNOG00000051903	1	106488917	106488976	+	60	0
ENSRNOG00000018541	1	156884142	156885092	-	951	0
ENSRNOG00000070487	1	247861966	247862109	+	144	0
ENSRNOG00000065449	1	152961670	152976318	-	14649	100
ENSRNOG00000015268	1	226679100	226681949	+	2850	0
ENSRNOG00000069855	1	55057234	55062085	-	4852	0
ENSRNOG00000065828	1	105964547	105964651	-	105	0
ENSRNOG00000063461	1	164020562	164020659	-	98	0
ENSRNOG00000064593	1	137371689	137371783	+	95	0
ENSRNOG00000069644	1	226341	272253	-	45913	0
ENSRNOG00000064985	1	153129996	153135576	-	5581	1
ENSRNOG00000016372	1	29472692	29554302	-	81611	73
ENSRNOG00000067872	1	55796800	55802349	+	5550	0
ENSRNOG00000057858	1	196564574	196564915	-	342	0
ENSRNOG00000063677	1	106789754	106789860	-	107	0
ENSRNOG00000064099	1	126926594	126926920	-	327	0
ENSRNOG00000060031	1	95610185	95610264	-	80	0
ENSRNOG00000017143	1	158659293	158660231	-	939	0
ENSRNOG00000058913	1	136970981	136971112	+	132	0
ENSRNOG00000055560	1	95611222	95611304	-	83	0
ENSRNOG00000058451	1	69108620	69108678	-	59	7
ENSRNOG00000065835	1	56005752	56009683	+	3932	21
ENSRNOG00000063775	1	53218084	53226833	-	8750	0
ENSRNOG00000049759	1	69515505	69554454	-	38950	0
ENSRNOG00000070824	1	138601694	138601800	-	107	0
ENSRNOG00000064277	1	154032905	154040564	+	7660	18
ENSRNOG00000068327	1	88305869	88311200	-	5332	235
ENSRNOG00000019812	1	95041967	95047377	-	5411	123
ENSRNOG00000013448	1	200485189	200486148	+	960	0
ENSRNOG00000070842	1	56660561	56661942	+	1382	25
ENSRNOG00000050486	1	222557360	222559159	-	1800	0
ENSRNOG00000060311	1	95610432	95610498	-	67	0
ENSRNOG00000064747	1	162293541	162294485	+	945	0
ENSRNOG00000025940	1	175577890	175623061	+	45172	926
ENSRNOG00000057115	1	85618110	85618290	-	181	0
ENSRNOG00000059590	1	70089066	70089236	-	171	2
ENSRNOG00000070257	1	284652	287551	-	2900	0
ENSRNOG00000053764	1	95610699	95610783	-	85	0
ENSRNOG00000062436	1	154250049	154252043	+	1995	0
ENSRNOG00000062663	1	59898651	59906367	+	7717	0
ENSRNOG00000020393	1	156615349	156631257	-	15909	711
ENSRNOG00000067076	1	240638296	240640945	+	2650	5
ENSRNOG00000060156	1	205620424	205620501	+	78	0
ENSRNOG00000052300	1	95606510	95606596	-	87	0
ENSRNOG00000063644	1	85468325	85468431	-	107	0
ENSRNOG00000064992	1	154250462	154252056	-	1595	0
ENSRNOG00000066765	1	60028843	60039429	+	10587	0
ENSRNOG00000014969	1	243880022	243888423	+	8402	61
ENSRNOG00000054315	1	205620094	205620167	+	74	0
ENSRNOG00000053158	1	121176393	121176525	-	133	0
ENSRNOG00000010840	1	136288793	136596986	+	308194	389
ENSRNOG00000070884	1	85323022	85323143	-	122	0
ENSRNOG00000068967	1	53705263	53713952	+	8690	0
ENSRNOG00000065947	1	60031022	60039429	-	8408	0
ENSRNOG00000042927	1	68868238	68871392	+	3155	0
ENSRNOG00000067278	1	163050070	163051381	+	1312	0
ENSRNOG00000010308	1	124009181	124022031	-	12851	82
ENSRNOG00000066280	1	343336	352148	+	8813	0
ENSRNOG00000064771	1	154456939	154470406	-	13468	0
ENSRNOG00000017277	1	175610167	175620722	-	10556	0
ENSRNOG00000046395	1	220577097	220577495	+	399	0
ENSRNOG00000069063	1	121936095	121936219	-	125	0
ENSRNOG00000061138	1	205621234	205621302	+	69	0
ENSRNOG00000013426	1	200463973	200473660	+	9688	0
ENSRNOG00000017851	1	93851858	93866068	+	14211	0
ENSRNOG00000042465	1	85841931	85844236	-	2306	0
ENSRNOG00000062533	1	85460314	85460452	+	139	0
ENSRNOG00000066205	1	60531777	60539102	-	7326	29
ENSRNOG00000068788	1	178160230	178162162	+	1933	0
ENSRNOG00000056942	1	205621476	205621542	+	67	0
ENSRNOG00000065112	1	167210874	167213149	+	2276	2
ENSRNOG00000059323	1	173218181	173218293	-	113	0
ENSRNOG00000068353	1	258030937	258037823	+	6887	0
ENSRNOG00000062431	1	60808048	60813484	+	5437	14
ENSRNOG00000065285	1	455309	474795	+	19487	11
ENSRNOG00000015058	1	152739775	152774473	+	34699	0
ENSRNOG00000061556	1	86758702	86758828	-	127	0
ENSRNOG00000011439	1	260028242	260218701	+	190460	1541
ENSRNOG00000017635	1	194190393	194380428	+	190036	1488
ENSRNOG00000056397	1	205621734	205621859	+	126	0
ENSRNOG00000055386	1	173170301	173170415	+	115	0
ENSRNOG00000038625	1	68874152	68881916	+	7765	0
ENSRNOG00000068081	1	61111661	61113260	+	1600	104
ENSRNOG00000065098	1	222796915	222798193	-	1279	0
ENSRNOG00000029394	1	197169422	197182921	-	13500	475
ENSRNOG00000065322	1	158080680	158081624	-	945	0
ENSRNOG00000060079	1	205619818	205619892	+	75	0
ENSRNOG00000017884	1	204990642	204991949	-	1308	1
ENSRNOG00000060321	1	173643130	173643260	-	131	0
ENSRNOG00000067323	1	250185783	250185889	-	107	0
ENSRNOG00000068609	1	98119267	98135359	-	16093	0
ENSRNOG00000069170	1	510469	513438	+	2970	0
ENSRNOG00000066570	1	61545248	61565982	-	20735	0
ENSRNOG00000064417	1	154515668	154571633	-	55966	1341
ENSRNOG00000021082	1	96347150	96358157	+	11008	0
ENSRNOG00000058132	1	205621001	205621064	+	64	0
ENSRNOG00000053593	1	173971570	173971771	-	202	0
ENSRNOG00000068507	1	94635889	94640675	+	4787	0
ENSRNOG00000063065	1	231197748	231197830	+	83	0
ENSRNOG00000066269	1	62426882	62431050	-	4169	111
ENSRNOG00000020197	1	202373676	202376240	+	2565	13
ENSRNOG00000069291	1	158097260	158098213	-	954	0
ENSRNOG00000016687	1	68891949	68909743	-	17795	84
ENSRNOG00000059273	1	174355676	174355782	+	107	0
ENSRNOG00000059984	1	56312066	56320179	-	8114	50
ENSRNOG00000067834	1	205629154	205629354	+	201	0
ENSRNOG00000053279	1	231098458	231098594	+	137	0
ENSRNOG00000055124	1	62903418	62949645	-	46228	1064
ENSRNOG00000022729	1	98185431	98204311	-	18881	0
ENSRNOG00000020363	1	95360284	95375877	-	15594	301
ENSRNOG00000066299	1	548579	565771	+	17193	8
ENSRNOG00000056238	1	78895181	78895335	+	155	0
ENSRNOG00000020871	1	82600136	82632178	-	32043	236
ENSRNOG00000066283	1	205944227	205944312	-	86	0
ENSRNOG00000033843	1	259826698	259827548	+	851	0
ENSRNOG00000029978	1	158108489	158109439	+	951	0
ENSRNOG00000021151	1	204163299	204167319	+	4021	17
ENSRNOG00000053533	1	232131169	232131300	-	132	0
ENSRNOG00000064808	1	65323909	65325849	+	1941	0
ENSRNOG00000017054	1	154523830	154532020	+	8191	0
ENSRNOG00000047429	1	72332179	72333098	+	920	4
ENSRNOG00000018310	1	258096432	258128984	+	32553	129
ENSRNOG00000030404	1	153838078	153904061	+	65984	1084
ENSRNOG00000052756	1	79111011	79111155	-	145	0
ENSRNOG00000054533	1	205782250	205782397	-	148	0
ENSRNOG00000069636	1	610774	613518	-	2745	2
ENSRNOG00000070724	1	231804196	231804302	+	107	0
ENSRNOG00000021093	1	96360456	96371663	-	11208	0
ENSRNOG00000067564	1	66756308	66758905	-	2598	119
ENSRNOG00000069368	1	80803319	80803425	+	107	0
ENSRNOG00000014004	1	26856530	27015871	+	159342	3401
ENSRNOG00000047816	1	202113804	202134915	-	21112	128
ENSRNOG00000018433	1	244853194	244855883	+	2690	11
ENSRNOG00000032984	1	158123097	158124044	+	948	0
ENSRNOG00000059173	1	171168503	171168634	-	132	0
ENSRNOG00000063050	1	154535846	154536927	+	1082	0
ENSRNOG00000064276	1	67624483	67625582	+	1100	4
ENSRNOG00000055133	1	233401988	233402113	-	126	0
ENSRNOG00000058564	1	53854235	53871769	-	17535	64
ENSRNOG00000055351	1	255305326	255305444	-	119	0
ENSRNOG00000069212	1	170936910	170937016	-	107	0
ENSRNOG00000063757	1	68845860	68847438	+	1579	24
ENSRNOG00000020925	1	207590168	207596544	-	6377	200
ENSRNOG00000068292	1	154863408	154869628	+	6221	0
ENSRNOG00000014327	1	98528068	98546653	-	18586	0
ENSRNOG00000046339	1	70984379	71007229	+	22851	0
ENSRNOG00000025163	1	158308648	158309583	-	936	0
ENSRNOG00000063321	1	232787072	232787201	+	130	0
ENSRNOG00000066499	1	245210973	245211602	-	630	1
ENSRNOG00000060653	1	255568950	255569042	-	93	0
ENSRNOG00000064594	1	73396792	73402846	-	6055	39
ENSRNOG00000063410	1	215255621	215255715	+	95	0
ENSRNOG00000070917	1	650367	660728	-	10362	1
ENSRNOG00000055259	1	80201578	80219534	+	17957	21
ENSRNOG00000071167	1	155708486	155710437	+	1952	1
ENSRNOG00000055350	1	233392193	233392295	-	103	0
ENSRNOG00000056883	1	83316621	83316684	+	64	0
ENSRNOG00000062807	1	197240438	197241310	-	873	0
ENSRNOG00000064168	1	73461264	73498455	-	37192	22
ENSRNOG00000043313	1	210578692	210579606	-	915	0
ENSRNOG00000054059	1	215294117	215294226	-	110	0
ENSRNOG00000069104	1	158317228	158318151	-	924	0
ENSRNOG00000059438	1	83363272	83363384	-	113	0
ENSRNOG00000051968	1	73550741	73552612	+	1872	0
ENSRNOG00000067201	1	233558763	233558869	-	107	0
ENSRNOG00000062620	1	136296316	136297461	-	1146	0
ENSRNOG00000063405	1	157101896	157103806	+	1911	0
ENSRNOG00000012140	1	88058227	88100112	+	41886	410
ENSRNOG00000067084	1	83012643	83012749	-	107	0
ENSRNOG00000014828	1	240930236	240936154	-	5919	66
ENSRNOG00000065933	1	234564075	234564231	-	157	0
ENSRNOG00000069668	1	215798358	215798482	+	125	0
ENSRNOG00000020497	1	185428048	185479156	+	51109	2708
ENSRNOG00000070030	1	73565662	73568411	+	2750	39
ENSRNOG00000063751	1	157604412	157611563	+	7152	0
ENSRNOG00000028982	1	98272099	98286242	-	14144	0
ENSRNOG00000024630	1	79592088	79610438	-	18351	4
ENSRNOG00000025154	1	259715711	259716758	+	1048	0
ENSRNOG00000014448	1	167331633	167430231	+	98599	1023
ENSRNOG00000061255	1	83418191	83418290	+	100	0
ENSRNOG00000058387	1	233608349	233608479	+	131	0
ENSRNOG00000064171	1	73756945	73761192	+	4248	0
ENSRNOG00000071133	1	158327466	158328392	-	927	0
ENSRNOG00000067993	1	157876149	157883137	-	6989	0
ENSRNOG00000057415	1	133230750	133230898	+	149	0
ENSRNOG00000014266	1	98376446	98387603	-	11158	0
ENSRNOG00000055387	1	83643919	83644044	+	126	0
ENSRNOG00000059739	1	81385902	81385998	-	97	0
ENSRNOG00000066060	1	210730138	210732834	+	2697	1
ENSRNOG00000070360	1	161206149	161207765	+	1617	0
ENSRNOG00000067359	1	134251885	134252021	+	137	0
ENSRNOG00000015753	1	68742789	68758874	-	16086	211
ENSRNOG00000067461	1	252597664	252598155	+	492	0
ENSRNOG00000067992	1	689460	785885	+	96426	2
ENSRNOG00000052577	1	198727462	198727588	-	127	0
ENSRNOG00000043392	1	158389143	158390081	+	939	0
ENSRNOG00000053785	1	222808283	222808414	-	132	0
ENSRNOG00000028781	1	96447251	96501464	-	54214	10
ENSRNOG00000053931	1	19381437	19381570	+	134	0
ENSRNOG00000064547	1	161208469	161246057	+	37589	29
ENSRNOG00000070838	1	38800014	38800618	-	605	0
ENSRNOG00000037156	1	98401538	98415284	-	13747	0
ENSRNOG00000046966	1	241088905	241088993	-	89	0
ENSRNOG00000066001	1	75709706	75786737	+	77032	6
ENSRNOG00000056494	1	228916697	228916830	+	134	0
ENSRNOG00000068067	1	251306998	251307930	+	933	0
ENSRNOG00000054921	1	20119766	20119889	+	124	0
ENSRNOG00000064885	1	163784711	163786459	-	1749	40
ENSRNOG00000054561	1	132815123	132837027	+	21905	22
ENSRNOG00000040387	1	182323863	182323937	+	75	0
ENSRNOG00000052568	1	230410837	230411027	+	191	0
ENSRNOG00000070839	1	36642253	36643958	+	1706	0
ENSRNOG00000065383	1	76207525	76238582	+	31058	2
ENSRNOG00000017351	1	159454581	159455519	+	939	0
ENSRNOG00000070319	1	93607776	93627485	+	19710	0
ENSRNOG00000065720	1	20470524	20470672	+	149	0
ENSRNOG00000011306	1	96884948	96887554	+	2607	0
ENSRNOG00000063169	1	827025	848495	-	21471	3
ENSRNOG00000069489	1	164171180	164173371	+	2192	197
ENSRNOG00000019491	1	155718389	155747094	+	28706	303
ENSRNOG00000051974	1	65964350	65964431	-	82	0
ENSRNOG00000067353	1	230277767	230277910	+	144	0
ENSRNOG00000019626	1	73616564	73627172	-	10609	15
ENSRNOG00000064994	1	76239232	76243295	+	4064	0
ENSRNOG00000031381	1	251920610	251921471	+	862	0
ENSRNOG00000070650	1	140724802	140724998	-	197	0
ENSRNOG00000021153	1	204167726	204170420	-	2695	94
ENSRNOG00000063499	1	164959026	164965597	-	6572	10
ENSRNOG00000068216	1	158426462	158427427	+	966	0
ENSRNOG00000036246	1	197818396	197818468	-	73	0
ENSRNOG00000055625	1	230366830	230366976	-	147	0
ENSRNOG00000023081	1	39668472	39670153	-	1682	0
ENSRNOG00000065572	1	76415376	76422689	+	7314	2
ENSRNOG00000053871	1	241497983	241498105	-	123	0
ENSRNOG00000037137	1	101587128	101593116	-	5989	263
ENSRNOG00000014380	1	93173713	93197478	+	23766	1195
ENSRNOG00000031224	1	210949465	210950427	-	963	0
ENSRNOG00000035472	1	220316931	220317040	+	110	0
ENSRNOG00000061593	1	57317861	57318000	+	140	0
ENSRNOG00000056864	1	240788425	240788524	+	100	0
ENSRNOG00000065938	1	158456116	158457081	+	966	0
ENSRNOG00000017150	1	33470066	33475767	-	5702	147
ENSRNOG00000069774	1	140302978	140303142	+	165	0
ENSRNOG00000057453	1	65963050	65963121	-	72	0
ENSRNOG00000070032	1	57755979	57756085	+	107	0
ENSRNOG00000015168	1	91079589	91083390	-	3802	4
ENSRNOG00000063014	1	165193809	165239593	-	45785	1188
ENSRNOG00000022308	1	214772800	214773354	+	555	0
ENSRNOG00000069196	1	158482135	158483100	+	966	0
ENSRNOG00000020517	1	95534290	95543425	-	9136	16
ENSRNOG00000062805	1	140407131	140416590	+	9460	104
ENSRNOG00000057697	1	196288031	196288126	-	96	0
ENSRNOG00000040448	1	245203438	245203525	+	88	0
ENSRNOG00000060169	1	58745086	58745192	-	107	0
ENSRNOG00000015717	1	190344401	190489534	+	145134	2564
ENSRNOG00000015914	1	68760924	68778492	-	17569	360
ENSRNOG00000068371	1	165239163	165240939	+	1777	0
ENSRNOG00000019141	1	232014880	232016195	-	1316	9
ENSRNOG00000035477	1	132806420	132806514	+	95	0
ENSRNOG00000070492	1	23400340	23400445	-	106	0
ENSRNOG00000067799	1	76598779	76604724	-	5946	5
ENSRNOG00000065673	1	196216573	196216678	-	106	0
ENSRNOG00000049297	1	101600369	101604269	-	3901	30
ENSRNOG00000062842	1	165239737	165240789	-	1053	0
ENSRNOG00000016964	1	158513673	158514611	+	939	0
ENSRNOG00000062738	1	23131350	23131456	-	107	0
ENSRNOG00000040350	1	197732275	197732358	-	84	0
ENSRNOG00000019582	1	40444008	40632905	+	188898	709
ENSRNOG00000055924	1	195788436	195788564	+	129	0
ENSRNOG00000060840	1	165348811	165362087	+	13277	0
ENSRNOG00000019440	1	79959322	79974340	+	15019	6
ENSRNOG00000053539	1	186877655	186881977	+	4323	0
ENSRNOG00000064213	1	258809907	258810012	-	106	0
ENSRNOG00000065361	1	196547488	196547621	+	134	0
ENSRNOG00000060727	1	65964062	65964143	-	82	0
ENSRNOG00000051483	1	76599464	76604500	+	5037	0
ENSRNOG00000036711	1	181746429	181759628	-	13200	9
ENSRNOG00000013149	1	134223949	134246970	+	23022	226
ENSRNOG00000036588	1	243817905	243818462	-	558	0
ENSRNOG00000016979	1	158520743	158521687	-	945	0
ENSRNOG00000019660	1	95018947	95024780	-	5834	3
ENSRNOG00000069238	1	238926408	238926515	-	108	0
ENSRNOG00000057399	1	65962689	65962759	-	71	0
ENSRNOG00000059980	1	236964451	236964553	-	103	0
ENSRNOG00000067431	1	78522980	78526301	+	3322	1
ENSRNOG00000018048	1	176689156	176705906	+	16751	538
ENSRNOG00000062528	1	167724003	167746506	+	22504	44
ENSRNOG00000066334	1	40546719	40547329	-	611	0
ENSRNOG00000010224	1	146803714	146892181	+	88468	1936
ENSRNOG00000035506	1	153854029	153854123	+	95	0
ENSRNOG00000067877	1	237316377	237316482	+	106	0
ENSRNOG00000061439	1	239700173	239700374	+	202	1
ENSRNOG00000051496	1	260311343	260311843	+	501	0
ENSRNOG00000048582	1	158542552	158543496	-	945	0
ENSRNOG00000066659	1	78971928	78978434	-	6507	6
ENSRNOG00000063596	1	170790706	170795735	+	5030	197
ENSRNOG00000068107	1	237403828	237403930	-	103	0
ENSRNOG00000064996	1	65962566	65962646	-	81	0
ENSRNOG00000064379	1	159294900	159294947	+	48	0
ENSRNOG00000029043	1	84987377	85002370	+	14994	921
ENSRNOG00000017095	1	33231226	33233129	+	1904	2
ENSRNOG00000063176	1	6625607	6625780	-	174	0
ENSRNOG00000067938	1	79225343	79226478	-	1136	0
ENSRNOG00000068714	1	173455267	173473817	+	18551	8
ENSRNOG00000067440	1	73279966	73280046	+	81	0
ENSRNOG00000065650	1	238147730	238147827	-	98	0
ENSRNOG00000061383	1	159294824	159294888	+	65	0
ENSRNOG00000069476	1	2265164	2265358	-	195	0
ENSRNOG00000018421	1	132815142	132824523	+	9382	0
ENSRNOG00000063080	1	161735695	161736633	+	939	0
ENSRNOG00000019681	1	95025499	95036465	-	10967	21
ENSRNOG00000068965	1	237755141	237755246	+	106	0
ENSRNOG00000035601	1	155878825	155878902	+	78	0
ENSRNOG00000054609	1	79715896	79723832	+	7937	0
ENSRNOG00000064548	1	174509578	174512308	+	2731	26
ENSRNOG00000065353	1	159079697	159079847	+	151	0
ENSRNOG00000070419	1	40397755	40398183	-	429	0
ENSRNOG00000020202	1	206006109	206027108	-	21000	580
ENSRNOG00000017613	1	33765672	33799433	+	33762	538
ENSRNOG00000054831	1	65755777	65755867	-	91	0
ENSRNOG00000064633	1	79717088	79718692	+	1605	0
ENSRNOG00000055519	1	85004920	85015478	+	10559	52
ENSRNOG00000065513	1	237852631	237852728	-	98	0
ENSRNOG00000067923	1	177716335	177720271	-	3937	13
ENSRNOG00000066038	1	210248193	210366533	-	118341	2
ENSRNOG00000070260	1	161759509	161760447	-	939	0
ENSRNOG00000011234	1	59890278	59891258	+	981	0
ENSRNOG00000042706	1	179912975	179916074	+	3100	0
ENSRNOG00000059930	1	9383523	9383653	+	131	0
ENSRNOG00000015997	1	68779882	68786846	-	6965	117
ENSRNOG00000066146	1	79831940	79842599	+	10660	1
ENSRNOG00000064983	1	64480247	64481182	+	936	0
ENSRNOG00000015773	1	180168097	180195522	+	27426	4
ENSRNOG00000055020	1	39601959	39603122	-	1164	1
ENSRNOG00000062071	1	168627481	168627882	-	402	0
ENSRNOG00000069729	1	181002798	181008230	-	5433	51
ENSRNOG00000068544	1	140688447	140712730	+	24284	3
ENSRNOG00000066969	1	85038911	85052143	+	13233	133
ENSRNOG00000069401	1	66757154	66757693	+	540	0
ENSRNOG00000032990	1	93900773	93913028	-	12256	1
ENSRNOG00000063602	1	181056899	181057988	-	1090	41
ENSRNOG00000014251	1	152416252	152472923	-	56672	234
ENSRNOG00000046649	1	197254956	197356066	-	101111	6
ENSRNOG00000066794	1	65407061	65408314	+	1254	9
ENSRNOG00000017214	1	158835924	158836898	+	975	1
ENSRNOG00000067780	1	80724326	80747150	+	22825	57
ENSRNOG00000025539	1	213901999	214128555	-	226557	6947
ENSRNOG00000066862	1	116014375	116016228	-	1854	0
ENSRNOG00000012716	1	127190059	127300502	-	110444	4333
ENSRNOG00000066116	1	68406825	68407229	+	405	0
ENSRNOG00000063182	1	80789105	80791212	-	2108	51
ENSRNOG00000050922	1	181212858	181215530	-	2673	0
ENSRNOG00000047479	1	158871618	158872544	-	927	2
